Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;% bioalcohol;% éster metílico;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio;
CORUMBELA;29752;CALLE CARRETERA, 24;I;-4,011944;36,797417;13/11/2023 9:29;1,6;;;;;1,6;;;;;;;;;;;;SAN ISIDRO SAYALONGA;R;dm;L: 24H;L: 24H (D);
LOJA;18312;POLIGONO MANZANIL II AREA 14-C, 0;D;-4,128056;37,156028;14/11/2023 14:12;1,549;;;;;1,453;;1,162;;;;;;;;;;SAN ISIDRO SCA;R;dm;L-D: 24H;L-D: 24H (A);
CASASIMARRO;16239;CALLE QUINTANAR, 36;N;-2,034722;39,388139;13/11/2023 10:37;;;;;;1,509;;1,142;;;;;;;;;;SAN ISIDRO SDAD. COOPERATIVA DE CLM;R;dm;L-D: 24H;L-D: 24H (A);
VILLANUEVA DE SAN JUAN;41660;CARRETERA EL SAUCEJO KM. 0,5;D;-5,1755;37,053861;14/11/2023 12:55;1,555;;;;;1,522;;1,116;;;;;;;;;;SAN JUAN BAUTISTA S COOP AND;P;dm;L-D: 24H;L-D: 24H (D);
FONTIVEROS;5310;SALVADIOS-ALDEASECA km 10;I;-4,969306;40,930639;14/11/2023 14:45;1,649;;;;;1,579;1,579;;;;;;;;;;;SAN JUAN DE LA CRUZ;P;dm;L-S: 08:00-15:00 y 17:00-20:00;L-S: 08:00-15:00 (A), 17:00-20:00 (A);
BEAS DE SEGURA;23280;CARRETERA BEAS DE SEGURA A CORTIJOS NUEVOS KM. 3;D;-2,920944;38,260583;13/11/2023 11:54;1,52;;;;;1,51;;1,17;;;;;;;;;;SAN JUAN DE LA CRUZ;R;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A);
VILLANUEVA DEL ROSARIO;29312;DISEMINADO RIVERA RIO CEREZO, S/N;D;-4,369306;36,992861;13/11/2023 10:07;1,486;;;;;1,475;;1,16;;;;;;;;;;SAN JUAN-V.ROSARIO;R;dm;L: 08:00-18:00;Sin datos;
GRANADA;18008;CARRETERA SIERRA (DE LA) KM. 313;I;-3,557944;37,162694;13/11/2023 21:26;1,578;;;1,721;;1,578;1,675;;;;;;;;;;;SAN LAZARO;P;dm;L-D: 24H;L-D: 00:00-07:00 (D), 07:00-23:00 (P), 23:00-23:59 (D);
GUEVEJAR;18212;CARRETERA NE 55, (GUEVEJAR-COGOLLOS VEGA) KM. 16;N;-3,594167;37,260056;13/11/2023 21:25;1,505;;;1,643;;1,518;1,597;;;;;;;;;;;SAN LAZARO GUEVEJAR;P;dm;L-D: 00:07-23:00;L-D: 00:07-23:00 (A);
ZAGRA;18311;ZAGRA- ALGARINEJO km 1;I;-4,160139;37,264556;13/11/2023 10:22;1,545;;;;;1,515;;1,13;;;;;;;;;;SAN LORENZO SCA;R;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A);
CALANDA;44570;CAMINO CALABAZAR 9;N;-0,232694;40,941028;14/11/2023 12:48;;;;;;;;1,25;;;;;;;;;;SAN MIGUEL;R;dm;L-D: 24H;L-D: 24H (A);
VALARENA;50617;CALLE TROVADOR, 3;N;-1,308528;42,130528;13/11/2023 9:17;;;;;;1,548;;1,2;;;;;;;;;;SAN MIGUEL ARCANGEL;R;dm;L-D: 24H;L-D: 24H (A);
SAN ESTEBAN DEL VALLE;5412;CARRETERA SANTA CRUZ DEL VALLE KM. S/N;N;-4,981472;40,268028;13/11/2023 12:03;;;;;;1,59;;1,23;;;;;;;;;;SAN PEDRO BAUTISTA VILLACASTIN, S.COOP;R;dm;L-D: 24H;L-D: 24H (A);
CASAS DEL CASTANAR;10616;AVENIDA ASPERILLAS, 45;N;-5,908972;40,107028;14/11/2023 11:16;;;;;;1,48;;1,2;;;;;;;;;;SAN ROQUE;P;dm;L-D: 24H;L-D: 24H (A);
CASAR DE ESCALONA (EL);45542;CARRETERA TO-9311-V KM. 1;D;-4,522417;40,036083;14/11/2023 15:56;1,519;;;;;1,499;;;;;;;;;;;;SAN ROQUE ( LOW COST );P;dm;L-D: 24H;"L-J: 00:00-08:00 (D), 08:00-13:00 (A), 13:00-16:00 (D), 16:00-21:00 (A), 21:00-23:59 (D); V-D: 00:00-08:00 (D), 08:00-23:00 (A), 23:00-23:59 (D)";
TOBARRA;2500;CAMINO CAMINO DEL GUIJARRAL, 0;I;-1,694083;38,603306;14/11/2023 13:29;;;;;;1,5;;1,2;;;;;;;;;;SAN ROQUE DE TOBARRA S. COOP. DE C-LM;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
BENALUA DE LAS VILLAS;18564;PUENTE DEL VENTORRO S/N;D;-3,67877;37,435221;14/11/2023 13:45;1,49;;;;;1,45;;1,04;;;;;;;;;;SAN SEBASTIAN;R;dm;L-S: 08:00-21:00;L-S: 08:00-21:00 (A);
SAN SEBASTIAN DE LA GOMERA;38800;AVENIDA DE COLON;N;-17,113333;28,090861;08/11/2023 18:23;1,53;;;1,645;;1,525;1,627;;;;;;;;;;;SAN SEBASTIAN;P;dm;"L-V: 07:00-20:00; S: 08:00-13:00";"L-V: 07:00-20:00 (A); S: 08:00-13:00 (A)";
LORA DEL RIO;41440;CARRETERA ALCOLEA KM. 1;D;-5,540194;37,658;06/11/2023 12:30;1,519;;;;;1,509;;1,349;;;;;;;;;;SAN SEBASTIAN;R;dm;L-D: 24H;L-D: 24H (A);
ALFACAR;18170;CALLE IGLESIA, 18;N;-3,569917;37,236;13/11/2023 11:32;;;;;;1,577;;1,217;;;;;;;;;;SAN SEBASTIAN DE ALFACAR S.C.A;R;dm;L-D: 08:00-20:00;L-D: 08:00-20:00 (A);
SANTA ANA DE PUSA;45653;CARRERA CM 401, KM. 78.5, 78,5;N;-4,716472;39,762917;13/11/2023 11:02;;;;;;1,535;;1,19;;;;;;;;;;SAN SEBASTIAN DE PUSA;R;dm;L-D: 24H;L-D: 24H (A);
CARMONA;41410;CARRETERA SE-122 KM. 0,65;D;-5,644111;37,482583;13/11/2023 22:18;1,549;;;;;1,589;;1,326;;;;;;;;;;SAN TEODOMIRO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
GUADIANA DEL CAUDILLO;6186;PROLONGACIO/PROLONGACION RONDA OESTE, S/N;N;-6,693472;38,923306;06/11/2023 10:34;;;;;;1,599;;1,229;;;;;;;;;;SAN VALERIANO EXTREMENO SCL;P;dm;L-D: 24H;L-D: 24H (A);
ALAGON;50630;VIA TORREMATA, 5;N;-1,126167;41,764583;13/11/2023 14:15;1,494;;;;;1,485;;1,171;;;;;;;;;;SANANTONIO;P;dm;L-D: 24H;L-D: 24H (A);
HIJAR;44530;CARRETERA CASTELLON km 164;D;-0,441624;41,169756;13/11/2023 10:09;1,479;;;;;1,467;;1,119;;;;;;;;;;SANBRAULIO;R;dm;L-D: 24H;L-D: 24H (A);
MOANA;36950;CARRETERA PO-313 KM. 14,911;D;-8,743;42,289;13/11/2023 15:30;1,645;;;1,775;;1,655;;;;;;;;;;;;SANCHILAN;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P);
SAN CLEMENTE;16600;CARRETERA LA ALBERCA KM. 0,46;D;-2,423861;39,412917;13/11/2023 14:43;;;;;;1,43;;;;;;;;;;;;SANCLEMENTINA DE TTAS. COOP. CONSUMO;R;dm;L: 24H;L: 24H (D);
GUARENA;6470;CARRETERA EXT.105, KM. 24;I;-6,099722;38,862778;13/11/2023 15:54;1,559;;;;;1,489;1,499;;;;;;;;;;;SANGAR;P;dm;L-D: 24H;L-D: 24H (A);
CASTELSERAS;44630;CALLE MAYOR ALTA, 80;D;-0,143778;40,977528;10/11/2023 17:02;1,455;;;;;1,475;;1,115;;;;;;;;;;SANICOOP;P;dm;L-D: 24H;L-D: 24H (A);
BORRIOL;12190;CARRETERA ZARAGOZA KM. 6,700;N;-0,0895;40,02425;14/11/2023 18:20;;;;;;1,453;;;;;;;;;;;;SANMARTI;P;dm;L-V: 08:30-13:00 y 15:30-19:00;L-V: 08:30-13:00 (A), 15:30-19:00 (A);
SALAR;18310;CALLE DOCTOR RUIZ FERNANDEZ, 3;D;-4,068722;37,151722;13/11/2023 8:47;;;;;;;;1,208;;;;;;;;;;SANTA ANA;R;dm;L-D: 09:00-19:00;L-D: 09:00-19:00 (A);
MADRIDEJOS;45710;AUTOVIA A-4 KM. 112,8;D;-3,524;39,520694;14/11/2023 1:29;1,659;;;1,769;;1,649;1,709;;;;;;;;;;;SANTA ANA;P;dm;L-D: 24H;L-D: 24H (A);
POZUELO DE ARAGON;50529;CARRETERA BORJA KM. 13;D;-1,427556;41,766833;13/11/2023 9:46;;;;;;;;1,125;;;;;;;;;;SANTA ANA;R;dm;L-D: 24H;L-D: 24H (A);
PEDERNOSO (EL);16638;CALLE PIZARRO, S/N;D;-2,749056;39,482583;13/11/2023 9:43;;;;;;1,536;;1,144;;;;;;;;;;SANTA ANA SOC. COOP.;P;dm;L-D: 24H;L-D: 24H (A);
HONDON DE LOS FRAILES;3689;CARRETERA CTRA. ARCHENA KM. 32;N;-0,920417;38,277611;13/11/2023 9:47;1,619;;;;;1,599;1,599;;;;;;;;;;;SANTA CRUZ;P;dm;L-D: 06:30-21:00;L-D: 06:30-21:00 (A);
FERNAN NUNEZ;14520;AVENIDA JUAN CARLOS I, 38;D;-4,726139;37,666194;13/11/2023 11:24;;;;;;1,44;;1,11;;;;;;;;;;SANTA MARINA;R;dm;L-D: 05:00-00:00;L-D: 05:00-00:00 (A);
PINAR;18568;CAMINO AVIVARAS S/N;D;-3,43277;37,445388;14/11/2023 10:25;;;;;;1,489;;1,139;;;;;;;;;;SANTA MONICA;R;dm;L-D: 24H;L-D: 24H (A);
SANTA POLA;3130;CARRETERA ELCHE SANTA POLA CRUCE C/LEVANTE 2 KM. S/N;N;-0,56225;38,19725;14/11/2023 10:49;1,659;;;1,809;;1,635;1,719;;;;;0,989;;;;;;SANTA POLA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
SANTALECINA;22411;CALLE ZARAGOZA, 20;D;0,1085;41,780111;13/11/2023 15:07;;;;;;1,526;;1,183;;;;;;;;;;SANTALECINAGANADERA;P;dm;L-D: 24H;L-D: 24H (A);
TUINEJE;35628;AVENIDA PASEO LA LIBERTAD S/N, S/N;N;-14,048722;28,327111;14/11/2023 5:00;1,3;;;1,52;;1,35;1,5;;;;;;;;;;;SANTANA DOMINGUEZ;P;dm;"L-V: 06:00-23:00; S: 06:00-00:00; D: 06:00-22:00";"L-V: 06:00-23:00 (P); S: 06:00-23:59 (P); D: 06:00-22:00 (P)";
CARRIZAL;35240;CALLE ISORA 2, ESQUINA LOS MOCANES 10, 2;D;-15,402889;27,926028;14/11/2023 5:00;1,168;;;1,31;;1,153;;;;;;;;;;;;SANTANA DOMINGUEZ, S.L.;P;dm;"L-V: 06:00-23:00; S-D: 06:00-00:00";"L-V: 06:00-23:00 (P); S-D: 06:00-23:59 (P)";
FUENTE PALMERA;14120;CARRETERA FUENTE PALMERA- LA VENTILLA L-120 KM. 0,500;N;-5,098111;37,708139;14/11/2023 11:39;1,559;;;;;1,539;;;;;;;;;;;;SANTIAGO;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);
SANTAELLA;14547;CARRETERA CTRA. ECIJA-LA RAMBLA C-3312 KM. 25,000;N;-4,848;37,580083;13/11/2023 10:47;1,549;;;;;1,529;;;;;;;;;;;;SANTIAGO;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);
ECIJA;41400;AVENIDA GENIL, 18;D;-5,079361;37,534194;14/11/2023 11:36;1,545;;;;;1,489;;1,269;;;;;;;;;;SANTIAGO;P;dm;L-D: 24H;L-D: 24H (A);
ECIJA;41400;CARRETERA CTRA. MADRID-CADIZ KM. 456,400;I;-5,098861;37,529528;14/11/2023 11:40;1,529;;;;;1,462;;;;;;;;;;;;SANTIAGO;P;dm;L-D: 08:00-21:00;L-D: 08:00-21:00 (A);
MARINALEDA;41569;CARRETERA CTRA. ECIJA- LA RODA, C-3310 KM. 36,600;I;-4,963861;37,369639;14/11/2023 11:37;1,569;;;;;1,539;1,539;1,239;;;;;;;;;;SANTIAGO;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A);
ALBERCA (LA);37624;CTRA SALAMANCA - LA ALBERCA (CARRETERA km 75,2);D;-6,124639;40,51075;14/11/2023 8:42;1,659;;;1,829;;1,699;1,799;;;;;;;;;;;SANTIAGO HERNANDEZ;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P);
MINGLANILLA;16260;CALLE MONTESANTO, S/N;N;-1,596944;39,537722;13/11/2023 9:33;;;;;;1,44;;1,088;;;;;;;;;;SANTISIMO CRISTO DE LA SALUD,SOC.COOP.DE CLM;R;dm;L-D: 24H;L-D: 24H (A);
MONTURQUE;14930;CARRETERA MONTURQUE MORILES KM. 1;D;-4,585528;37,470722;09/11/2023 10:00;;;;;;1,459;;1,099;;;;;;;;;;SANTO CRISTO;R;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
MAGALLON;50520;CALLE JOAQUIN COSTA, 8;D;-1,463611;41,830417;07/11/2023 14:15;;;;;;1,565;;1,185;;;;;;;;;;SANTO CRISTO DE MAGALLON S.C.C.;R;dm;L-D: 24H;L-D: 24H (D);
MIERES;33614;POLIGONO GONZALIN PARC. T-C.;D;-5,781639;43,246083;15/11/2023 7:05;1,669;;;1,819;;1,669;;;;;;;;;;;;SARAS;P;dm;L-D: 24H;L-D: 24H (A);
ALISEDA;10550;CARRETERA N-521 KM. 77;I;-6,690972;39,426167;13/11/2023 18:13;1,629;;;1,869;;1,639;1,699;1,319;;;;;;;;;;SARAS;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (A);
CARMONA;41410;POLIGONO POLIGONO INDUSTRIAL BRENES-CALLE D-PARCELA 19, 19;N;-5,65875;37,462056;13/11/2023 22:16;1,549;;;;;1,589;;;;;;;;;;;;SARAS ENERGIA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
TAUSTE;50660;CARRETERA GALLUR-SANGUESA KM. 11;D;-1,238889;41,956806;14/11/2023 12:30;;;;;;1,43;;;;;;;;;;;;SASO DE MIRA S.L.;P;dm;L-V: 07:00-21:00;L-V: 07:00-21:00 (D);
MONTESUSIN;22269;RONDA LEVANTE, S/N;N;-0,391194;41,884278;13/11/2023 13:00;;;;;;1,548;;1,194;;;;;;;;;;SAT 3068 ;P;dm;L-D: 24H;L-D: 24H (D);
BENIGANIM;46830;AVENIDA ALBAIDA, S/N;N;-0,445306;38,940389;09/11/2023 9:16;1,477;;;;;1,459;;;;;;;;;;;;SAT BEATA INES;P;dm;L-D: 24H;L-D: 24H (A);
ROCIANA DEL CONDADO;21720;CARRETERA ALMONTE DE KM. 9;I;-6,593806;37,299722;11/11/2023 13:53;1,465;;;;;1,455;;1,16;;;;;;;;;;SAT CONDADO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
PUNTALON;18600;CARRETERA VIEJA DE CARCHUNA KM. S/N;D;-3,475278;36,726139;13/11/2023 11:28;;;;;;1,46;;1,285;;;;;;;;;;SAT LA CANA;P;dm;L-S: 08:00-14:00 y 16:00-19:00;L-S: 08:00-14:00 (A), 16:00-19:00 (A);
SAN CARLOS DEL VALLE;13247;AVENIDA CONSTITUCION, 16;D;-3,243361;38,847889;13/11/2023 10:34;;;;;;1,467;;1,106;;;;;;;;;;SAT LOS POCICOS;R;dm;L-D: 24H;L-D: 24H (D);
MOGUER;21800;CALLE CUESTA DE LA PILA, S/N;N;-6,828917;37,286333;14/11/2023 18:39;;;;;;1,458;;1,073;;;;;;;;;;SAT LTDA GRUFESA;R;dm;L: 24H;L: 24H (D);
POZO-LORENTE;2154;POLIGONO PARAJE RECIAL, 2;I;-1,512611;39,081278;13/11/2023 17:05;;;;;;1,559;;1,149;;;;;;;;;;SAT SANTA CRUZ DE POZO LORENTE;P;dm;L-D: 24H;L-D: 24H (A);
TALAYUELA;10310;CALLE ALCANTARILLA, 3;D;-5,60775;39,996028;13/11/2023 10:44;;;;;;1,519;;1,219;;;;;;;;;;SAT TAB;R;dm;L-D: 24H;L-D: 24H (A);
MADRIGUERAS;2230;AVENIDA DE LEVANTE 27;D;-1,794139;39,232528;14/11/2023 14:00;;;;;;1,46;;1,1;;;;;;;;;;SAT VIDEMA;R;dm;L-D: 24H;L-D: 24H (A);
PENARROYA DE TASTAVINS;44586;CARRETERA A-2413 KM. 1,825;I;0,042611;40,758778;13/11/2023 9:48;;;;;;1,461;;1,068;;;;;;;;;;SAT. SAN FABIAN;R;dm;L-D: 24H;L-D: 24H (A);
TERMENS;25670;AVINGUDA DE LA PAU, 1;D;0,751361;41,707778;13/11/2023 8:37;1,539;;;;;1,519;;;;;;;;;;;;SAV SERVEIS;P;dm;L-D: 24H;L-D: 24H (A);
CORUNA (A);15008;CALLE SEVERO OCHOA, 39;D;-8,429389;43,351417;13/11/2023 18:31;1,499;;;;;1,359;;;;;;;;;;;;SBC;P;dm;L-D: 24H;L-D: 24H (A);
SANTIAGO DE COMPOSTELA;15705;CALLE CRUCEIRO DO, 228;D;-8,520306;42,902278;13/11/2023 18:30;1,549;;;;;1,449;;;;;;;;;;;;SBC;P;dm;L-D: 24H;L-D: 24H (A);
LAXES (AS);36634;LUGAR LG AS LAXES - CORBILLON, S/N;D;-8,808694;42,525083;13/11/2023 23:58;1,559;;;;;1,469;;;;;;;;;;;;SBC;P;dm;L-D: 24H;L-D: 24H (A);
ESTRADA (A);36680;CARRETERA PO 841 SANTIAGO LIMITE PROVINCIA A ESTRADA KM. 19,800;N;-8,50075;42,702972;13/11/2023 18:32;1,549;;;;;1,449;;;;;;;;;;;;SBC;P;dm;L-D: 24H;L-D: 24H (A);
ANTA;36711;CARRETERA SUBIDA A ANTA  7 KM. 7;N;-8,664028;42,036694;13/11/2023 22:55;1,569;;;;;1,469;;;;;;;;;;;;SBC;P;dm;L-D: 24H;L-D: 00:00-08:00 (D), 08:00-23:00 (P), 23:00-23:59 (D);
GANDARA;15570;AVENIDA DO MAR, 94;D;-8,200111;43,488583;13/11/2023 23:58;1,499;;;;;1,369;;;;;;;;;;;;SBC ;P;dm;L-D: 24H;L-D: 24H (A);
VINQUINO;36969;ZONA LG. O VINQUINO S/N  -PADRINAN - SANXENXO, S/N;N;-8,812917;42,416083;13/11/2023 23:58;1,559;;;;;1,469;;;;;;;;;;;;SBC SANXENXO;P;dm;L-D: 24H;L-D: 24H (A);
ALCUBIERRE;22251;CARRETERA A-129 KM. 41,150;D;-0,440056;41,804194;09/11/2023 18:12;1,559;;;;;1,569;;1,18;;;;;;;;;;SC SIERRA DE ALCUBIERRE;P;dm;L-D: 24H;L-D: 24H (A);
PRUNA;41670;AVENIDA DE LOS EMIGRANTES, S/N;D;-5,223;36,975361;14/11/2023 15:14;1,575;;;;;1,495;;1,11;;;;;;;;;;SCA AGRARIA SAN ANTON;P;dm;L-D: 06:00-00:00;L-D: 06:00-23:59 (D);
ALCAMPELL;22560;CALLE MAYOR, S/N;N;0,434306;41,907028;13/11/2023 14:20;;;;;;;;1,104;;;;;;;;;;SCA DE ALCAMPELL;R;dm;L-D: 24H;L-D: 24H (A);
ALBENDIN;14859;AVENIDA SANTA ANA (ALBENDIN), S/N;D;-4,230528;37,672639;13/11/2023 10:51;1,598;;;;;1,468;;1,184;;;;;;;;;;SCA DE LABRADORES Y GANADEROS;R;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);
PEAL DE BECERRO;23460;CARRETERA A-315 KM. 22,140;D;-3,133056;37,9205;13/11/2023 12:02;1,48;;;;;1,45;;1,096;;;;;;;;;;SCA N.S. ENCARNACION;R;dm;L-D: 06:30-23:00;L-D: 06:30-23:00 (D);
NOGUERONES;23669;CALLE NUESTRA SENORA DE LOS REMEDIOS, 24;N;-4,16075;37,657972;13/11/2023 9:36;1,467;;;;;1,475;;1,139;;;;;;;;;;SCA NTRA SRA DE LOS REMEDIOS;R;dm;L-D: 09:00-21:00;L-D: 09:00-21:00 (A);
SAUCEJO (EL);41650;CALLE FRAY ANTONIO, 51;N;-5,089361;37,07075;14/11/2023 15:15;1,54;;;;;1,5;;1,085;;;;;;;;;;SCA NTRA. SRA. DEL ROSARIO;P;dm;L-D: 24H;L-D: 24H (A);
PUENTE GENIL;14500;CARRETERA ESTEPA-GUADIX KM. 12,800;I;-4,794028;37,383056;14/11/2023 0:01;;;;;;1,452;;1,126;;;;;;;;;;SCA OLIVARERA PONTANENSE;R;dm;L-D: 24H;L-D: 24H (A);
LLANOS DE DON JUAN;14950;CALLE JOSE ANTONIO, 18;N;-4,412111;37,406139;13/11/2023 9:02;;;;;;1,42;;1,05;;;;;;;;;;SCA OLIVARERA SAN JOSE;R;dm;"L-V: 08:00-20:00; S: 08:00-14:00";"L-V: 08:00-20:00 (A); S: 08:00-14:00 (A)";
CASTILLO DE LOCUBIN;23670;AVENIDA VIRGEN DEL ROCIO SN, ;D;-3,947306;37,533;13/11/2023 14:54;1,54;;;;;1,52;;1,17;;;;;;;;;;SCA SAN ISIDRO;R;dm;L-D: 24H;L-D: 24H (A);
VILLARES (LOS);23160;CARRETERA ANTIGUA DE MARTOS KM. 1,5;D;-3,835167;37,68375;13/11/2023 10:27;1,45;;;;;1,42;;;;;;;;;;;;SCA SAN ISIDRO;R;dm;L-V: 08:00-19:30;L-V: 08:00-19:30 (A);
CORONIL (EL);41760;INDUSTRIA 9 (CASCO URBANO);N;-5,6315;37,079389;10/11/2023 13:12;;;;;;1,512;;1,077;;;;;;;;;;SCA SAN ROQUE;R;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);
SANTO TOME;23311;CTRA. DE UBEDA, S/N (JV-3141 km 1.2);D;-3,117;38,031111;14/11/2023 11:30;1,53;;;;;1,465;;1,176;;;;;;;;;;SCA SANTO TOMAS APOSTOL;R;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
VILLARES (LOS);23160;CARRETERA ANTIGUA DE MARTOS KM. 1,5;D;-3,832639;37,685417;13/11/2023 10:53;1,465;;;;;1,371;1,389;;;;;;;;;;;SCA SIERRA DE LA PANDERA;R;dm;L-S: 08:00-19:30;L-S: 08:00-19:30 (A);
MONTEJICAR;18561;CARRETERA GR-5100 GUADIX A DEHESAS GUADIX KM. 1,25;D;-3,484611;37,575083;13/11/2023 9:36;1,541;;;;;1,542;;1,186;;;;;;;;;;SCA VIRGEN DE LA CABEZA DE MONTEJICAR;R;dm;L: 06:00-23:00;L: 06:00-23:00 (D);
CONIL DE LA FRONTERA;11149;CARRETERA CADIZ MALAGA KM. 21;N;-6,077444;36,304528;08/11/2023 11:41;1,5;;;;;1,5;;1,2;;;;;;;;;;SCA. NTRA. SRA. DE LAS VIRTUDES;P;dm;"L-S: 08:00-20:00; D: 07:00-14:00";"L-V: 08:00-20:00 (A); S: 08:00-19:00 (A); D: 09:00-14:00 (A)";
TEBA;29327;CARRETERA LLANO DE LA ESTACION KM. 0,1;N;-4,924306;36,990444;13/11/2023 9:55;;;;;;1,427;;1,081;;;;;;;;;;SCA.AGRIC.OLIV.NTRA.SRA.DEL ROSARIO;R;dm;L-S: 08:30-19:00;L-S: 08:30-19:00 (A);
BELALCAZAR;14280;MENENDEZ PELAYO S/Nº;N;-5,171472;38,574389;13/11/2023 10:48;;;;;;1,458;;1,109;;;;;;;;;;SCA.ALCANTARILLA;R;dm;L-D: 24H;L-D: 24H (A);
BONARES;21830;AVENIDA DE ROCIANA, 31;I;-6,674333;37,321944;11/11/2023 0:00;;;;;;1,533;;;;;;;;;;;;SCAI SAN CRISTOBAL;P;dm;L-D: 24H;L-D: 24H (A);
ANTEQUERA;29200;CARRETERA CORDOBA KM. 0,8;D;-4,560611;37,036306;13/11/2023 9:34;1,528;;;;;1,509;;1,131;;;;;;;;;;SCA-N-331;R;dm;L-S: 08:00-20:00;L-S: 08:00-20:00 (A);
ALCOBENDAS;28100;CALLE VALPORTILLO II, 5;N;-3,65625;40,530778;14/11/2023 19:48;1,548;;;;;;1,515;;;;;0,699;;;;;;SCAT;R;dm;L-D: 07:30-21:00;L-D: 07:30-21:00 (A);
MADRID;28041;CALLE SAN MARIO, 14;N;-3,692639;40,376556;14/11/2023 19:47;1,548;;;;;;1,515;;;;;0,699;1,084;;;;;SCAT;R;dm;L-D: 24H;L-D: 24H (A);
MADRID;28044;CALLE SECOYA, 28;N;-3,747278;40,369139;14/11/2023 19:46;1,548;;;;;;1,515;;;;;0,749;1,084;;;;;SCAT;R;dm;L-D: 24H;L-D: 24H (A);
TORREMEJIA;6210;AVENIDA EXTREMADURA, 6;D;-6,378083;38,786389;13/11/2023 20:19;;;;;;;;1,189;;;;;;;;;;SCL EL SENORIO;R;dm;L-D: 24H;L-D: 24H (A);
BARRADO;10696;AVDA.PLASENCIA Nº 2;N;-5,879972;40,082889;13/11/2023 10:12;;;;;;;;1,274;;;;;;;;;;SCL NTRA.SRA.VISO;R;dm;L-S: 09:00-14:00 y 17:00-19:00;L-S: 09:00-14:00 (A), 17:00-19:00 (A);
VALDEALGORFA;44594;CALLE BEATO MARTINEZ PASCUAL S/Nº;N;-0,032652;40,994617;31/10/2023 10:32;;;;;;1,625;;1,25;;;;;;;;;;SCOAVAL;P;dm;L-D: 24H;L-D: 24H (A);
YATOVA;46367;AVENIDA DIPUTACION, 74;D;-0,814667;39,385444;13/11/2023 12:24;1,649;;;;;1,579;;;;;;;;;;;;SCVA VIRGEN DESAMPARADOS;P;dm;L-D: 24H;L-D: 24H (A);
PUEBLA DE ALCOLLARIN;6717;CTRA SANTA AMALIA-VALDIVIA km 14;D;-5,786256;39,112571;14/11/2023 11:29;;;;;;;;1,114;;;;;;;;;;SDAD COOP AGRARIA SAN JUAN;R;dm;L-D: 24H;L-D: 24H (A);
CAMPILLO DE DUENAS;19360;DISEMINADO PG 15 PARCELA 29, S/N;I;-1,683333;40,882;14/11/2023 13:44;;;;;;1,519;;1,109;;;;;;;;;;SDAD COOP CAMPILLO DE DUENAS;P;dm;L-D: 24H;Sin datos;
RETAMAL;6196;AVENIDA CORTEGANA (ALDEA RETAMAR), 26;D;-6,630111;38,738889;13/11/2023 10:59;;;;;;1,539;;1,189;;;;;;;;;;SDAD COOP CORAZON DE JESUS;R;dm;L-D: 24H;L-D: 24H (A);
TORNO (EL);10617;CARRETERA EL TORNO - CABEZABELLOSA KM. 0,800;I;-5,948556;40,134556;14/11/2023 9:22;;;;;;1,528;;1,246;;;;;;;;;;SDAD COOP SAN LUCAS DEL TORNO;P;dm;L-D: 24H;L-D: 24H (A);
BANEZA (LA);24750;CALLE CAMINO ARROTE, SN;N;-5,889222;42,298083;14/11/2023 10:28;;;;;;1,499;;;;;;;;;;;;SDAD COOPERATIVA DE TRANSPORTES BANEZANA ;P;dm;L-D: 24H;"L-S: 24H (A); D: 24H (D)";
MARCILLA;31340;CAMINO EL CEMENTERIO S/N;N;-1,743139;42,325111;13/11/2023 11:19;;;;;;;;1,24;;;;;;;;;;SDAD. COOP DEL CAMPO;R;dm;L-D: 24H;L-D: 24H (A);
HERRERA DE LOS NAVARROS;50150;CAMINO TANERIAS, S/N;D;-1,077333;41,210361;13/11/2023 12:42;;;;;;1,497;;1,128;;;;;;;;;;SDAD. COOP. AGRARIA VIRGEN DE HERRERA;R;dm;L-D: 24H;L-D: 24H (D);
